time,price
2025-12-11 22:12:00+00:00,92962.01
2025-12-11 22:13:00+00:00,93001.18
2025-12-11 22:14:00+00:00,92990.4
2025-12-11 22:15:00+00:00,92976.0
2025-12-11 22:16:00+00:00,92890.0
2025-12-11 22:17:00+00:00,92913.3
2025-12-11 22:18:00+00:00,92690.0
2025-12-11 22:19:00+00:00,92729.0
2025-12-11 22:20:00+00:00,92700.01
2025-12-11 22:21:00+00:00,92680.0
2025-12-11 22:22:00+00:00,92632.0
2025-12-11 22:23:00+00:00,92594.0
2025-12-11 22:24:00+00:00,92603.99
2025-12-11 22:25:00+00:00,92415.0
2025-12-11 22:26:00+00:00,92394.0
2025-12-11 22:27:00+00:00,92441.81
2025-12-11 22:28:00+00:00,92360.29
2025-12-11 22:29:00+00:00,92357.05
2025-12-11 22:30:00+00:00,92355.55
2025-12-11 22:31:00+00:00,92303.99
2025-12-11 22:32:00+00:00,92367.56
2025-12-11 22:33:00+00:00,92500.9
2025-12-11 22:34:00+00:00,92570.0
2025-12-11 22:35:00+00:00,92700.7
2025-12-11 22:36:00+00:00,92500.57
2025-12-11 22:37:00+00:00,92569.18
2025-12-11 22:38:00+00:00,92657.0
2025-12-11 22:39:00+00:00,92561.69
2025-12-11 22:40:00+00:00,92619.02
2025-12-11 22:41:00+00:00,92571.05
2025-12-11 22:42:00+00:00,92420.58
2025-12-11 22:43:00+00:00,92395.99
2025-12-11 22:44:00+00:00,92337.0
2025-12-11 22:45:00+00:00,92414.28
2025-12-11 22:46:00+00:00,92369.27
2025-12-11 22:47:00+00:00,92272.03
2025-12-11 22:48:00+00:00,92228.64
2025-12-11 22:49:00+00:00,92138.89
2025-12-11 22:50:00+00:00,92285.0
2025-12-11 22:51:00+00:00,92309.99
2025-12-11 22:52:00+00:00,92224.99
2025-12-11 22:53:00+00:00,92261.05
2025-12-11 22:54:00+00:00,92237.0
2025-12-11 22:55:00+00:00,92241.43
2025-12-11 22:56:00+00:00,92262.0
2025-12-11 22:57:00+00:00,92295.17
2025-12-11 22:58:00+00:00,92437.92
